img1-crop1,14,23715.5,224.9,104345.9,2.7,1.1,5.6,20.0,0.0,90.0
img1-crop1,14,23715.5,224.9,104345.9,2.7,1.1,5.6,20.0,0.0,90.0
img1-crop1,14,40501.7,75.0,133993.0,2.4,1.0,4.9,19.2,0.0,90.0
img1-crop1,14,33004.2,112.4,131324.8,2.2,1.0,5.4,25.9,0.0,90.0
